場所名稱,場所地址,場所經緯度X,場所經緯度Y,場所類型,場所網址,場所描述,AED放置地點,AED經緯度X,AED經緯度Y,AED地點描述,開放使用時間,開放使用時間緊急連絡電話,資料建立時間
台南市私立夏洛蒂國際托嬰中心,台南市東區崇善路642號,120.230899,22.96886,其他場所,http://www.bbcare.com.tw/,0-3歲托嬰中心,一樓大廳,120.230899,22.96886,一樓大廳,"星期一至星期五 08:00 至 18:00
                星期六  至 
                星期日  至 
                備註:",06-2890883,2016-09-13 16:25:00.0
國立金門大學,金門縣金寧鎮大學路1號,118.322417,24.448193,大專院校,http://www.nqu.edu.tw/cht/index.php?,金門大學多功能活動中心(學務長辦公室B205室外),身心健康中心,118.322417,24.448193,金門大學多功能活動中心(學務長辦公室B205室外),"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",082-313341,2013-09-30 14:25:00.0
彰化縣立彰泰國中,彰化縣彰化市自強路357號,120.548922,24.091646,國中,http://www.ctsjh.chc.edu.tw/,彰泰國中大門入口川堂右側牆面(學務處旁),彰泰國中川堂右側,120.548922,24.091646,彰泰國中大門入口川堂右側牆面(學務處),"星期一至星期五 07:30 至 17:00
                星期六  至 
                星期日  至 
                備註:",0933560503,2015-04-02 17:25:00.0
臺北市災害應變中心,台北市信義區莊敬路391巷11弄2號,121.566153,25.028846,其他場所,,,5樓辦公室入口處,121.566153,25.028846,5樓辦公室入口處,"星期一至星期五 08:30 至 17:30
                星期六  至 
                星期日  至 
                備註:",02-27297668#8823,2014-01-08 11:44:00.0
臺南市立圖書館,台南市北區公園北路3號,120.212158,23.003681,其他場所,http://www.tnml.tn.edu.tw/,,臺南市立圖書館,120.212158,23.003681,由大門進入右側，靠落地窗旁。,"星期一至星期五 08:00 至 21:00
                星期六 08:00 至 21:00
                星期日 08:00 至 21:00
                備註:週一休館",06-2255146,2014-05-27 19:21:00.0
新北市政府委託桃園縣兒童教保托育學會辦理林口仁愛公共托育中心,新北市林口區文化一路一段137號3樓,121.373398,25.072176,其他場所,,,行政櫃台右側,121.373398,25.072176,放置於進門櫃台右側牆柱上,"星期一至星期五 08:00 至 17:00
                星期六 09:00 至 16:00
                星期日 10:00 至 12:00
                備註:",26097211,2014-08-12 10:26:00.0
正修科技大學,高雄市鳳山區澄清路840號,120.350094,22.64819,大專院校,,,圖科大樓大門口進修部,120.350094,22.64819,圖科大樓大門口左側  進修部辦公室,"星期一至星期五 08:00 至 11:00
                星期六 08:00 至 11:00
                星期日 08:00 至 11:00
                備註:",07-7312787,2016-05-13 11:21:00.0
高勁健身事業股份有限公司永春分公司,台北市信義區忠孝東路5段451號B1,121.576252,25.041104,健身房,,,健身房的櫃台旁,121.576252,25.041104,健身房的櫃台旁,"星期一至星期五 07:00 至 23:00
                星期六 07:00 至 23:00
                星期日 07:00 至 23:00
                備註:",02-27650700,2015-06-22 12:36:00.0
億光電子工業股份有限公司,新北市樹林區中華路6之8號,121.421512,24.982243,其他場所,,,1F側門大廳入口處,121.421512,24.982243,設置於1F側門大廳入口處,"星期一至星期五 09:00 至 17:00
                星期六 09:00 至 17:00
                星期日 09:00 至 17:00
                備註:",02-2685-6688,2016-11-11 11:22:00.0
新竹市孔廟,新竹市東區公園街89號,120.978233,24.800056,文化園區,,,新竹孔廟,120.978233,24.800056,新竹孔廟管理人辦公室,"星期一至星期五 08:00 至 17:00
                星期六 08:00 至 17:00
                星期日 08:00 至 17:00
                備註:周三至周日開放",03-5610421,2016-06-07 15:16:00.0
國立臺灣工藝研究發展中心,南投縣草屯鎮中正路573號,120.691857,23.980775,文化園區,http://www.ntcri.gov.tw/,,地方工藝館1F服務台,120.691857,23.980775,地方工藝館1F服務台對面,"星期一至星期五 09:00 至 17:00
                星期六 09:00 至 17:00
                星期日 09:00 至 17:00
                備註:＊星期一休館不開放",049-2334141,2013-10-09 15:48:00.0
新北市政府警察局淡水分局交通分隊,新北市淡水區中正東路40號,121.4527,25.161952,其他場所,http://www.tamsui.police.ntpc.gov.tw/mp-21.html,因警察局內部配置資訊較為敏感，不便提供完整平面圖,淡水分局交通分隊,121.4527,25.161952,位於中正東路40號。,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",0226225791,2016-05-04 17:41:00.0
國立成功大學光復校區,台南市東區大學路1號,120.217155,22.998842,大專院校,http://eps.gis.ncku.edu.tw/index.htm?cate=12,光復校區雲平大樓,雲平大樓穿廊,120.217155,22.998842,"雲平大樓穿廊方柱旁之牆邊(新聞中心對面)。校安中心2381187、校內分機直播55555；駐警隊2752615、校內分機直播66666；駐警隊巡邏車備有1組自動體外心臟電擊去顫器(AED)。","星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:全日開放",2381187、2752615,2014-05-19 15:13:00.0
彰化縣立永靖國民中學,彰化縣永靖鄉瑚璉村錫壽路123號,120.551344,23.930405,國中,http://ycjh.chc.edu.tw,,行政大樓一樓穿堂處,120.55109,23.930563,行政大樓一樓穿堂處,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",04-8221929轉127或113,2015-04-27 15:00:00.0
高都汽車LEXUS民族廠,高雄市左營區民族一路879號,120.318906,22.678765,其他場所,,,高都民族所展示中心內,120.318779,22.678475,民族所展示間南邊大門入口右側,"星期一至星期五 08:00 至 21:00
                星期六 08:00 至 21:00
                星期日 08:00 至 21:00
                備註:",07-3501558,2014-10-20 20:33:00.0
台北君悅酒店,台北市信義區松壽路2號,121.562593,25.035691,飯店,,,一樓商務中心旁,121.562439,25.035255,一樓大廳商務中心旁,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:",02-27201200#3082,2013-11-26 17:10:00.0
高雄市大社區衛生所,高雄市大社區自強街7號,120.347098,22.731176,其他場所,,,衛生所大廳右側走道裡面,120.347098,22.731176,衛生所大廳右側走道裡面,"星期一至星期五 08:00 至 17:30
                星期六  至 
                星期日  至 
                備註:",07-3511774-12,2015-11-13 12:09:00.0
國立豐原高商,台中市豐原區圓環南路50號,120.716667,24.25,高中職,,,體育館門口,120.716667,24.25,放置體育館門口的布告欄旁,"星期一至星期五 05:30 至 07:00
                星期六 05:30 至 18:00
                星期日 05:30 至 18:00
                備註:星期一至星期五17:00-1730開放",04-25283556#227,2013-10-31 17:51:00.0
北港遊客中心,雲林縣北港鎮中山路6號2樓,120.30412,23.564281,其他場所,,,北港遊客中心,120.30412,23.564281,入口處左側服務台旁,"星期一至星期五 09:00 至 17:00
                星期六 09:00 至 17:00
                星期日 09:00 至 17:00
                備註:",057837427,2013-12-04 16:05:00.0
台灣化學纖維股份有限公司(麥寮廠),雲林縣麥寮鄉台塑工業園區5號及3-1號,120.205644,23.813886,其他場所,http://www.fcfc.com.tw/PRE/TW/fcfchome.asp?div=6,化二部-苯乙烯廠(麥寮),苯乙烯廠(麥寮)辦公大樓1樓,120.205644,23.813886,辦公大樓1樓中廊,"星期一至星期五 00:00 至 00:00
                星期六 00:00 至 00:00
                星期日 00:00 至 00:00
                備註:全天候有人",05-6813005,2015-06-02 16:19:00.0
遠東百貨股份有限公司台中分司,台中市西屯區臺灣大道三段251號,120.644598,24.164037,百貨業,http://www.feds.com.tw/index.aspx,"位在B1樓層,中央監控中心(中控室)",管制哨,120.644598,24.164037,位於員工及卸貨之進出入口處,"星期一至星期五 11:00 至 22:00
                星期六 10:30 至 22:00
                星期日 10:30 至 22:00
                備註:",04-37024778#2599,2013-11-15 15:16:00.0
國立成功大學自強校區,台南市東區大學路1號,120.222766,22.995385,大專院校,http://eps.gis.ncku.edu.tw/index.htm?cate=12,自強校區航太系館,航太系館門口,120.222766,22.995385,"放置於航太系館門口旁之牆邊。校安中心2381187、校內分機直播55555；駐警隊2752615、校內分機直播66666；駐警隊巡邏車備有1組自動體外心臟電擊去顫器(AED)。","星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:全日開放。",2381187、2752615,2014-05-20 10:25:00.0
美和科技大學,屏東縣內埔鄉美和村屏光路23號,120.560245,22.603648,大專院校,,,南校區致和軒,120.560245,22.603648,宿舍大門口走道,"星期一至星期五 08:00 至 22:00
                星期六 08:00 至 22:00
                星期日 08:00 至 22:00
                備註:",08-7799821-8280,2014-07-03 14:50:00.0
國立金門高中,金門縣金城鎮光前路94號,118.314414,24.43535,高中職,,,警衛室,118.314414,24.43535,大門口警衛室,"星期一至星期五 08:00 至 22:00
                星期六 08:00 至 22:00
                星期日 08:00 至 22:00
                備註:",082-325450,2014-05-14 17:20:00.0
雲林縣古坑鄉公所,雲林縣古坑鄉中山路40號,120.562017,23.642804,其他場所,http://www.gukeng.gov.tw/,,進大門之大門左側,120.562017,23.642804,雲林縣古坑鄉公所進大門之大門左側,"星期一至星期五 08:00 至 17:30
                星期六  至 
                星期日  至 
                備註:",05-5821002,2014-03-21 17:41:00.0
彰化縣溪州鄉僑義國民小學,彰化縣溪州鄉中山路二段326號,120.479158,23.844141,國小,http://web.cyes.chc.edu.tw/?if=end,彰化縣溪州鄉僑義國小，位於彰化縣北斗鎮台一線往雲林縣西螺鎮方向左側。,校園中廊,120.479158,23.844141,僑義國小大門連接司令台通道中廊左側,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:本校為開放空間",0981189279,2015-03-24 10:02:00.0
國軍退除役官兵輔導委員會武陵農場,台中市和平區平等里武陵路3號,121.15,24.266667,農場,http://www.wuling-farm.com.tw,"(一)環境連結：農場位於台中市和平鄉區平等村里武陵路3號，中央山脈與雪山山脈交會處，海拔介於1,700~2500公尺之間。臨近景點豐富，以農場為中心，往北可達棲蘭、明池、太平山等森林遊樂區；往南可通往福壽山、大禹嶺、合歡山、清境農場及天祥、太魯閣等風景名勝，聯外道路車程約需3小時。(二)來場路線：○1北部遊客可由雪山隧道－礁溪－員山－走台7－台7甲－南山－武陵。○2中、南部遊客可從南投－埔里－清境－武嶺－大禹嶺－梨山。○3東部遊客從花蓮－經太魯閣－天祥－大禹嶺－梨山－往台7甲－至武陵。",武陵賓館,121.15,24.266667,武陵賓館大聽，開放空間，標示清楚，旅客狀況緊急時可逕由櫃檯服務人員聯繫。,"星期一至星期五 00:00 至 23:59
                星期六 00:00 至 23:59
                星期日 00:00 至 23:59
                備註:24小時無休，全年開放。",04-25901357,2013-11-30 17:54:00.0
臺北市文山運動中心,台北市文山區興隆路三段222號,121.559673,24.997017,運動中心,https://wssc.cyc.org.tw/IISystem/Portal/wssc/,設施簡介：設有游泳池、健身房、籃羽排及桌球場、撞球場、攀岩場、、韻律教室,二樓健身房,121.559622,24.997027,二樓健身房櫃檯右前方,"星期一至星期五 06:00 至 22:00
                星期六 06:00 至 06:00
                星期日 06:00 至 06:00
                備註:備註:依本中心營業時間開放使用(休館時間:除夕、初一，及人事行政局公告停班停課日)",02-22308268,2014-05-23 11:24:00.0
嘉義縣議會,嘉義縣朴子市嘉義縣朴子市祥和新村祥和一路西段一號,120.291512,23.459266,議會,http://www.cyscc.gov.tw,嘉義縣總務組,總務組入口右側,120.291512,23.459266,嘉義縣總務組,"星期一至星期五 08:00 至 17:00
                星期六  至 
                星期日  至 
                備註:",05-3620076-131,2013-09-30 15:37:00.0
大湖公園游泳池健身房,台北市內湖區成功路5段31號,121.603847,25.082582,健身房,,,健身房入口左側,121.603847,25.082582,游泳池大門入口進入後前方十公尺處左轉進入健身房即可看到,"星期一至星期五 05:30 至 22:00
                星期六 05:30 至 22:00
                星期日 05:30 至 22:00
                備註:",02-27939859,2015-01-22 15:57:00.0
